scrape,city,category,title,text
summer,Montreal,w4m,Jeune femme arabe cherche son ame soeur - w4m,"Je suis une jeune femme maghrebine jai 22 ans je suis de montreal je cherche un homme attentionn , doux , affectueux , fidele , respextueux ..qui saura me charmer , svp je ne cherche pas de one night stant ou bien des trucs sexeuels , JE CHERCHE L'AMOUR SINCERE ceux qui ne cherche pas lamour passez votre chemin ne perdez pas votre temps ... Si tu es interresse par mon annonce ecrit moi avec une despcription de ce que tu cherche , ton age , ton metier , avec une photo on poura correspondre pour voir si nos profil correspond merci"
summer,Montreal,m4w,Older gentleman but youngerlooking for hot Jewish girl - m4w,"Hey sexy am funny attractive guyLooking for some luvinTall hdsm bad boy type 165 5,10Nice big peckerIf you plan to control me With sex it won't work outTell you now :(((I luv it and I will take it as much as i want"
summer,Montreal,w4m,Rue Sherbrooke guy taking care of raccoon.. - w4m,"You were taking care of a raccoon, bringing it to the vet. I was in a car, driving by. You made my day."
summer,Montreal,m4w,beautiful woman walking - m4w,"I saw you today walking on st. laurent street wearing a white sweater with black spots all over it. Is that a simplified version of the playboy bunny head logo? It looks like it. Maybe it isn't. Maybe it's just me. Maybe I'm pervert. Or something. I look somewhere and I see the bunny head.        Anyway, you're cute."
summer,Montreal,w4m,Beau garons picerie mtro rue laurier - w4m,On s'est parl au rack a vlo devant l'picerie mtro sur la rue laurier. Tu m'as dit que tu trouvais mes yeux vraiment beaux!! J'ai seulement dit merci et je suis partie... Si tu vois ce message crit-moi :)
summer,Montreal,m4m,"Black man in the metro, un noir au metro. - m4m","I got into the metro car at station Vendome and I sat beside you then we got off at station Lionel-Groulx to take the green line when you got off at station Peel around 3:30pm. I think I saw you somewhere and I would like to talk to you.  J'ai pris le metro a station Vendome et je me suis assis a cote de toi. Puis, nous nous somme sorti a station Lionel-Groulx pour prendre la ligne verte et tu es sorti a station Peel vers 15h30. Je pense que je t'ai vu quelque part et je voudrais parler avec toi."
summer,Montreal,m4w,Roya at McLean Pub - m4w,"You sat down next to me and we started talking... took a LONG walk for cheaper beer.. had the best conversation and time with you! DID NOT get any info!Reply with your last US city... or fighting style!"
summer,Montreal,w4m,Pizza shop in lachine - w4m,"You work at pizza 2 points and have many tattoos and you're frigging sexy soooo if you see this i hope we can hang out you sexy turkish beast!!!Ps: I'm the slim brunette with the pony tails wink wink "
summer,Montreal,m4w,"good looking, kind and well educated - m4w","I'm 25 years old. I'm a smart guy, caring and down to earth. I'm good looking and in good shape. I'm looking for a woman of any age who is interested in meeting on a friendly basis. Summer is here and I would be fun to get to know each other and get intimate. Also, I love giving women foot massages, so if you enjoy them, we can start with that!"
summer,Montreal,w4m,Beau jeune homme de gym - w4m,"Tu t'entraines comme un animal... Keep it up eyecandy!-La petite musclee qui pense a toi"
summer,Montreal,m4w,Jolie blonde au gala fondation de la mode 4 mai - m4w," la jolie blonde  qui je n'ai pas eu le courage de dire que je la trouvais magnifique...Tu tais assises  la table 81 avec tes collgues, moi  la table mdia 83, juste derrire toi... Nos regards ce sont croiss 2-3 fois durant la soire...Ta coiffure remonte laissais voir ta jolie nuque qui descendait gracieusement vers tes paules que tu te massais de temps  autre,  quelques centimtre d'un jolie et discret tatouage. Ta belle camisole dont la couleur se mariait parfaitement avec celle de ton rouge  lvre et de tes souliers  talons haut t'allait  ravir. Mme les plus belles robes de la soire n'arrivait pas  me faire autant d'effet... Une beaut naturelle, pure, c'est ce que tu es.Pourquoi ne t'ai-je pas abord avant de partir pour te dire combien tes allures  la Charlize Therron en mieux avait un effet incroyable sur moi? Pourquoi si je n'ai pas sa splendeur n'avais-je pas au moins l'assurance de Javier Bardem comme dans Vicky Cristina Barcelona? Mais je ne suis ni Bardem, ni un acteur. J'ai manqu de courage et je le regrette... J'ai pourtant voulu le faire, te dire un petit mot  ton retour de ton escapade  la salle des dames, mais j'ai hsit une fraction de seconde et le moment tait pass...C'est pour cela que je souhaite un coup de pouce du destin... Quand est-ce apprendrais-je qu'on ne vit qu'une seule fois, qu'il faut saisir le moment quand il passe?Si j'avais eu du courage, je t'aurais dit comment tu tais la plus jolie femme de tout le gala (on tait quand mme plus de 1200 personnes prsentes!), je t'aurai invit  aller terminer la soire autour d'un verre et on aurait jaser... tout simplement... Comme cela, j'aurai pu enfin voir tes yeux jusque dans leur profondeur...Si tu te reconnais, rcris-moi.Si un de tes collgues te reconnat, passez-lui le message.Un mot qui n'engage  rien, sinon la chance de me reprendre et de te tmoigner, sans arrire pense, l'ensorcellement que j'ai ressenti  la vue de ta beaut..."
summer,Montreal,m4m,steak frites old port white shirt muscle dude - m4m,with a table of men...u are so hot....msg me as i was at the next table..... u look straight but all the guys u were with are metro....u are my dream.  send pics so i know it was you...
summer,Montreal,m4w,BUS STOP EYE GAZE - m4w,"Hello to the Lovley vivacious looking lady in Black.  U were at the Bus stop #146 near Marche Centrale on the 29th of May 2105 Friday...Approximately 8PM  / 20:00Hres. Lovley Tats u had under your Hot leggings waist level...and Lil white below..Wink. ? Hope to chat??   Discretion???Salut au femme Jolie Vivacieueuse en Noir.  Tu etais au arret Bus No. #146 pres Marcher Centralele 29 Mai Vendredi 2015 vers 8PM / 20:00hres. Vos Tatoos tres elegants en sous vos Leggings ata Taille...et pettit blanche plus bas... Clin d'oeil ? Esperant Jaser??  Discretion ???"
summer,Montreal,w4m,where i went the other night - w4m,"I brought my face into that space of perfection where your jawline meets your neck.As I rested my head on your chest I felt a surge back to a time I'm not sure existed, or maybe has yet to exist. I wonder if it was a time that has passed, or a time that has yet to come, or maybe a time that I will never experience. In that split second, I felt the air pulling my hair up and wrapping it around us, in that fleeting moment with someone I couldn't hold onto.A visceral moment of dizzying bliss that passed in a flash that I could never articulate to you or anyone around me, except maybe to the man whose head my chest was on in that imagined moment."
summer,Montreal,w4m,Searching for a hot one legged guy - w4m,"We were on peel. It was early Saturday evening. I was wearing a white dress and I have one arm. You were wearing a pink(ish) button up shirt and shorts and you have one leg. You look like you'd be in your late 20s-early 30s and you had a tattoo sleeve on your left arm. I was with someone who gets weird when I pick up guys around him so I couldn't talk to you but I thought you were so hot and I want to see you again so bad!!We'd make the coolest couple ;)If anyone reading this might know of the guy I'm talking about PLEASE LET HIM KNOW!!"
summer,Montreal,m4w,nesta bar terrace - m4w,"Celina,I spelled your name wrong on the dedication in the CD liner, perhaps I have still spelled it wrong.I waited a bit, went inside and looked around a bit, but it was all a bit too consuming.Those sorts of environments don't suit me well...I tried to find you online, your writing, your blog, your identityI thought about you for the remainder of the evening as I walked through boroughsThe light shifting with you shadow quickening my pace...I should have found you,I should have gone back inside,Enjoy the music..."
summer,Montreal,w4m,Please Master - w4m,"So sorry for todayI had a few hours freeCan't stop thinkingAbout what you will do to meOn my knees Ripped clothesPulled hairTeasing meTorturing me. The anticipation is killing me..."
summer,Montreal,m4w,Lost all your infos - m4w,"I had nice meeting w a beautiful girl, spend night at her place, we had fun, next day i lost my walet and iphone, and i don't remeber where you live, should be age .....plz contacte me i'm missing ur nice ass , i remeber you had a very nice legs and shaved kiss"
summer,Montreal,m4w,RE: Spring is my favorite season - woman with a boys name wants to... - m4w,"I don't know if you'll see this, but it's worth a shot.I have no idea what's up with the email, but maybe you could try emailing me from here. Assuming we do, we should certainly exchange our proper emails right away.If you are reading this, then put on the subject your favourite colour.In the event anyone else reads this and decides to respond, don't. I will trash it right away."
summer,Montreal,m4m,YMCA - m4m,"You were working out saturday morning, pretty strong man, you were discrete but i saw you checking me out a couple of times, with muscles like those, wouldn't mind having some safe discrete fun with you. Hope to hear back from you."
summer,Montreal,m4w,Cuddle buddy - m4w,"Hey, I am looking for a great friend nothing sexual at all and never. If we click then we can be cuddle buddies but I do not want anything that goes beyond that. We can watch movies, play games, hang out for coffee/drinks. I don't smoke and don't do drugs. But if you smoke or 420 friendly then I can be your partner only once in a while. I am Decent, calm, easy going.. and believe me Its really rare to see me pissed off (as per my friends)Cheers!"
summer,Montreal,w4m,what if... - w4m,"what if your woman/man, a very nice woman/man, was telling you she/he was the luckiest man ever, that she/he was seeing himself getting old with you...and that you weren't sure if she/he was the one..."
summer,Montreal,m4m,A chercher amitie et plus - m4m,"Ca va, je cherche amitie avec benefits, je suis tres discret, 1.73m 84 kg, versatile. J'aime beaucoup le sexe, comme aussi une relation serieux, maintenat je suis celibataire, donc je suis ouvert. J'habite a cote du metro Radisson."
summer,Montreal,w4m,Nice Lebanese waiter at commencement May 29 - w4m,"Hi, you were collecting plastic cups and we talked about recycling, kinesiology, healthy eating. I liked that you are concerned with health and environmentalism. Want to chat some more and exchange healthy recipes and ideas on how to change the world for the better? ;-p  I wanted to give you my number but was shy on account of the age difference and didn't want to make you uncomfortable."
summer,Montreal,t4m,Carlo on the 55 last week - t4m,"I had to find an excuse to talk to you while we were in line for the bus because I thought you were so cute. We made eye contact a few times before I finally commented on the bag you were carrying. Some sort of bike messenger bag made from recycled bike tires. How socially responsible and stylish of you! We ended up chatting all the way up the hill and sadly I had to get off near Duluth and missed the opportunity to get your contact info. If you remember this and feel like getting in touch, please do! It would be a pleasure to hear from you.L."
summer,Montreal,m4w,bike in rain - m4w,"you grabbed a bixi in the rain today on Bernard .OH MY GOD....you're beautiful...Please lets meet i have so much to say."
summer,Montreal,m4m,"11:30 pm tonight, eye contact and glances back - m4m","We were walking in opposite directions, and we made eye contact. I turned around a few times and noticed you looking back. Let me know what I was wearing, and maybe we can meet up :)"
summer,Montreal,m4w,Blonde girl on the #34 Bus Thursday Night - m4w,"I saw you getting off the metro at Papineau, we took the #34 bus together - you got off around Moreau and Sainte-Catherine. I wouldn't normally do this, but I've never fallen so in love with a stranger. I think you were interested as well, we gave each other many glances - it's too bad I couldn't work up the courage to talk to you!You had a long white skirt on. I was wearing a green plaid shirt."
summer,Montreal,w4m,You missed our picnic... - w4m,"Eric, I've thought about you every day since I left. I went to see if you were there 3 times, but you never were. I'll always wonder what happened. Did you change your mind? Did something happen to you? What kept you from getting to me? You made me promise to be there and I was there. I doubt you'll ever see this, but I guess it's my way of letting you go. I plan to go to Montreal again soon. Who knows, maybe our paths will cross again. I love you xo"
summer,Montreal,m4w,"Mont Royal/Colonial, pretty smile on the side walk - m4w","We said hi to each other through my car window, I was driving my friend home but I wanted to come over and chat! It happened between 7:15 and 7:30 you had a pretty big smile and a nice colorful dress, too bad! It's a long shot, email me back or see you there."
summer,Montreal,w4m,Re: it has been a while - w4m - w4m,"YOU WROTE: I think it's you the one from my heart... what was the color of your dress and your bag and what is your nationality?tyI am sorry. I do not think it is you. My S. does not speak like this.Purple. black. I was born in Canada. YOU?"
summer,Montreal,m4w,105 Westbound 15h30 - m4w,"You/I was wearing all black. We both have tattoos on our respective left arms. Started with a few fleeting glances while we waited for the bus and ended with a pretty significant smile when you got off.Let's do it again."
summer,Montreal,m4w,we used to see each other for some fun nights - m4w,"This probably will never work but worth the try... about a year ago, or maybe even longer we hung out. I'm younger than you were, but we hit it off like crazy... mount royal times and all. We got into an argument n never spoke again, although I got a new phone n completely lost ur number... if u somehow come upon this message write back to me! Your name starts with a C... second letter is an H."
summer,Montreal,m4m,Exchanged glances yesterday... - m4m,"Yesterday we were sitting across from each other on the Orange Line headed towards Montmorency after 6 p.m. and kept making eye contact...even after I left the metro car.  I wasn't sure if there was a connection, but you had nice eyes and looked quite attractive. It was a rather nice end to a long day :-)"
summer,Montreal,m4w,Centropolis almost hit by your friend driving! - m4w,"Hey there your friend almost hit me by car..and then at the end after you parked you waived at me..i thought that was pretty cool..you smiled too and so did i,,btw i wasnt mad or anything but she could've said im sorry...!!"
summer,Montreal,m4w,Tesla - m4w,Tell me where we met? You drive that electric car. I parked my car behind you. I would like to hear from you.
summer,Montreal,m4w,Starbucks latina - m4w,"There was a Latina who would sit in same chair at Starbucks and claim she was a translator. Seemed to have some ocd issues. She was around 5'7 long black hair, and curvy. Has not been seen in over a year. Curiousity is killing me now."
summer,Montreal,m4w,Juste envie de passer du bon temps - m4w,"Recherche femme naturelle, dynamique, simple d'esprit , cur  bien plac!!Charnelle, gourmande, agreable, bref...la vie est bien faite!!! Et donc nous allons nous rencontrer....je l'espre!!! Je suis peut tre mistique d'avoir cette approche...mais tu ne sera du!!... Parole de gaulois!!!!!"
summer,Montreal,m4w,RE: it has been a while now - m4w,"I think it's you the one from my heart... what was the color of your dress and your bag and what is your nationality?tyYOU WROTE: I was wearing a summer dress and glasses. You?YOU WROTE: RE: it has been awhile now - m4w (Montreal) Hi! What you were wearing the last time that i've seen you?thanks for your answer"
summer,Montreal,m4w,**SUNSHINE** - m4w,"Hi Marie!I hope this message gets to you!It was so interesting that we got to talk and i somehow got attached to your voice or your nature. I even ran to be there at 9! :) now that I look back i laugh at myself .but i would like to talk more with you and may be do trip outside Canada.you know how to reach me or just reply to this message. Make sure you put the reason why i called your company and what your sister does A"
summer,Montreal,m4w,rtl bus 45 Mardi - m4w,"Tu as commente sur la femme qui parlait fort. J'aurais aime te parler d'avantage. .."
summer,Montreal,w4m,Re; it has been a while - w4m,"I was wearing a summer dress and glasses. You?YOU WROTE: RE: it has been awhile now - m4w (Montreal)Hi! What you were wearing the last time that i've seen you?thanks for your answer"
summer,Montreal,m4w,Dirty Wars & Ruby on rails - m4w,"i replied to your post here on CL but it got flagged, you mentioned ""Dirty Wars"" and that you're learning ruby on rails in your repliesIf you see this i would like to talk to you more"
summer,Montreal,w4m,Happy belated - w4m,"I missed your birthday, well, I knew when it was. I just didn't get in touch. I had my reasons, I guess. I still think of you. You meant something to me at a point in my life. Now you're part of my past.I hope you're doing well and have found reasons to smile on your quest. I still laugh at the image of you eating peanut butter. Every morning. Good day/evening/and good night."
summer,Montreal,m4w,late night 211 - m4w,"You were on the 211 bus after midnight Tuesday last night. Sitting up front. A group of loud teenagers in the back of the bus. You got off somewhere in Baie D'urfe. You are totally gorgeous super cute ! Little red canvas shoes, a nice handbag dressed in black tight pants and a black shirt. If by some small chance you are reading this, I just wanted to send a compliment your way :)"
summer,Montreal,m4w,Belle blonde - IGA - jeudi 21 mai - m4w,"Belle blonde - IGA - jeudi 21 mai---------------------------------------------------------------------------------------------------------------------------"
summer,Montreal,m4w,Movie Today? - m4w,"Hello,I'm an easy going, drama free, discreet guy. Just looking to see a movie with someone today in the early afternoon (like a 1pm showing). We could meet for a quick coffee or a bite to eat just before if you'd like.I'd be interested in seeing Mad Max, Avengers or Furious 7, maybe something else also, pretty open. No expectations but open to more than just watching if you are too."
summer,Montreal,w4m,Une niaiseuse sur un Bixi (moi) - w4m,"Tu m'as salu, pis je t'ai regard bizarre je pense (j'me demandais si on se connaissait)... pour finalement te faire un sourire gn pis sacrer mon camps sur la piste cyclable. Non, je suis pas super smooth. Mais bon, tu me saluais srement juste parce que je t'ai laiss passer. Ou peut-tre que tu aimais la musique qui sortait de mon casque (y' vraiment cool, mon casque). Ou peut-tre que tu es juste particulirement sympathique. Mais bref, aprs je me sentais comme quelqu'un qui venait de vivre une missed connection, alors je voyais pas quoi faire d'autre  part poster sur missed connections. Bref, c'est pas mal a... Ok bye!"
summer,Montreal,m4w,A striped dress in the grass in Parc Laurier - m4w,"You're beautiful and I probably stared too much... You were eating with two friends late this afternoon and we met eyes a few times but I guess I kept looking away. I hope I see you again sometime."
summer,Montreal,m4m,Changeroom - m4m,"Maybe I was misreading the situation, but I thought we were making eye contact tonight in the change room. You were cute and had scruff, probably in your 20s like me. Hit me up if you see this."
summer,Montreal,m4w,Reading by the water - m4w,"You looked like you belonged there in the sun. You had a patterned dress and tights and black shoes and purse, and I thought you were so pretty. You read as you walked away. I wish I knew you."
summer,Montreal,m4w,You winked at me - m4w,You winked at me yesterday and I want you to know that I will never wash my eyeballs again
summer,Montreal,m4w,RE: it has been awhile now - m4w,"Hi! What you were wearing the last time that  i've seen you?thanks for your answer"
summer,Montreal,w4m,Re:Mary - w4m,"That's really romantic settling for 5 minutes and hiding it from everyone. Just what every woman wants to hear. You had your chance, no turning back. Good luck. You wrote.Want you so bad for so long. Over & over and in every way but will settle for one night or even five minutes. Nobody will ever know."
summer,Montreal,m4m,Starbucks by Adonis St Cath - middle eastern - m4m,Hey. We exchanged some glances and a nod as you left with ur older colleague. I think it was obvious I was staring at u... Hit me up.
summer,Montreal,w4m,larges mont royal - w4m,"If I wasn't preoccupied in a relationship which seems to be heading nowhere- I'd be occupied with your d***.Damn. Wish I could make time stop for a while. I want your blondie blue eyed body real bad.."
summer,Montreal,m4w,Reminders everywhere - m4w,"Seriously, did you put this in my bootTo remind me that we need another box alreadyOr is it just fate?"
summer,Montreal,m4w,solid gold - m4w,"you were the most beautiful one last night. your nick name is noella and your from moncton. you have many tattoos, you have a pumpkin on your shoulder and home sick written on your fingers. wish we could of meet out side of your profession. you are an angel"
summer,Montreal,m4m,Manuel at Taboo - m4m,"Hi there,You're a very tall dancer at Taboo wearing a black top hat and not much else. You study high school education and love Pedro Almodovar. I was the only customer at the bar and I was wearing glasses and a flowery shirt. We sat and had a long conversation about Xavier Dolan, Quebecois politics, Palestine and my hideous French pronunciation. I think you had offered to walk me home  from the bar, but you vanished in back and I waited and waited and waited. I was getting a bit uncomfortable and tired and eventually I left and I kind of regret it as I wanted to say bye. Anyhow, you won't see this, but if you will, send me a message and maybe if you're ever in Brooklyn I can show you around and let you couch surf. Xoxo"
summer,Montreal,m4mw,mazzage tendre - m4mw,"recois pour donner massage homme ou femme plaisir assuree +++++ moi mec grand mince dcouper beau membre et belle fesse reois endroit propre et discret"
summer,Montreal,m4w,We rode the blue line together. Rush-hour may25 - m4w,"We had a moment on the metro today, didn't we? I thought you were very beautiful. We made eye contact several times and each time it was I who looked away, though I didn't want to. It felt very intense for me. Then we both got off at the same stop, I was walking in front of you and swore to myself I would approach you. But, sadly, I didn't.I was that tall guy in the dark green sweater, trying to focus on my book while really I just wanted to look at you. If you remember me. . . please message me! I regret that I couldn't summon the courage to speak to you."
summer,Montreal,w4m,it has been a while now - w4m,"I can't believe it. But, I still love you Steffan. I do.  And i know you still love me."
summer,Montreal,mw4mw,Re: Men in love - mw4mw,"Is this a joke? I can't tell if you're serious or not.You describe women as much as men - it's human beings who lose their minds, in love. The chemicals trip our common sense and decision-making capabilities. Every calm, cool, collected human I've been in love with/who's loved me has turned into an out-of-control, shrieking wildebeest, more than once in our relationship. So to summarize: Act very strange....they lose their mindsstart acting illogical, playing games, watching us sleep and other creepy stuffand lets not forget they get jealous and possessive as fuck!Why can't *humans just stay cool when they're in love?"
summer,Montreal,mw4mw,Re: Men in love - mw4mw,"Is this a joke? I can't tell if you're serious or not.You describe women as much as men - it's human beings who lose their minds, in love. The chemicals trip our common sense and decision-making capabilities. Every calm, cool, collected human I've been in love with/who's loved me has turned into an out-of-control, shrieking wildebeest, more than once in our relationship. So to summarize: Act very strange....they lose their mindsstart acting illogical, playing games, watching us sleep and other creepy stuffand lets not forget they get jealous and possessive as fuck!Why can't *humans just stay cool when they're in love?"
summer,Montreal,m4w,Sushi on Beaumont street Monday 2pm - m4w,We smiled at each other. You were with a friend. I wanted to leave you my business card but didn't want to disturb you during lunch. It's a long shot. But who knows?
summer,Montreal,m4w,Very Cute Blond Girl at Bronzage Tanamania - m4w,"Wow, I have to admit, you are by far the most amazing looking girl I have seen working at Bronzage Tanamania in the West Island.  Not only do you look great, but you have an amazing personality. I go tanning, just to get a glimpse of you :)"
summer,Montreal,m4w,Melissa de Longueuil - Taschereau ! Ou es-tu? - m4w,"Melissa,  tu habitais a Longueuil il y a peut etre 4 ou 5 ans. Tu es venue me voire avec ton pere pour travailler '' mon restaurant proche du Scores sur Blvd Taschereau. Ceci 'tait ta premiere emploi puis t'as bien travaill''e pour moi. Le restaurant n'a pas pu rester ouvert donc j'ai termin' ton emploi avec moi. Tu 'tais si belle et charmante. Ca m'a donner de la peine de te voire decu. Je sais que tu portais des pantalons blancs parceque tu savais que ca m'attirait. Des fois, tu devais aller a Ville St Laurent pour voire ta mere les fins de semaine. Je t'ai jamais vu apres ca mais j'ai toujours penser a toi. J'espere te revoire un jour !!!"
summer,Montreal,m4m,Saturday night in the metro green line - m4m,"around midnight. there was you, your two friends making out and the bottle of vodka. you were feeling like the third wheel. we all got off at guy-concordia, but that's where we split. hmu if you know who i am."
summer,Montreal,m4m,Geantnain - m4m,"Salut. On s'etait parle sur un site de rencontre ca fait longtemps et tu te nommais Geantnain. Je ne pense plus que tu te log sur le site, donc j'essai de te contacter par CL. Je te trouve pas mal sexy et j'aimerais ca qu'on jase un peu plus."
summer,Montreal,m4m,Dario - Tim Horton's Esso in Dorval - m4m,"To the gorgeous boy with the nice lips. You are HOT HOT HOT. ;) Just thought I'd let you know."
summer,Montreal,m4w,Re: Men in love - m4w,"Sure well.. Imagine it a bit like this.You work in a Red Lobster restaurant, only you don't have any hands. Someone tells you that they want a specific lobster out of the tank and you're like ""Okeeee dokeeeee"". Only you don't have hands, so it's actually kind of hard, awkward, and complicated. It's kind of like that.Basically, you're a lobster. That's all I wanted to say."
summer,Montreal,m4m,tu as achet mon 2ime billet pour Prince hier - m4m,"salut, au show de Prince hier, tu as achet mon 2ime billet du scalper  qui je l'avais vendu... tu tais gentil et j'aimerais te revoir!dis moi dans quelle section on tait:-)"
summer,Montreal,w4m,Men in love - w4m,"Act very strange....they lose their mindsstart acting illogical, playing games, watching us sleep and other creepy stuffand lets not forget they get jealous and possessive as fuck!Why can't men just stay cool when they're in love?"
summer,Montreal,m4m,May 23rd on the 165 - m4m,We looked at each other the whole bus ride and even said hi in the metro at Guy Concordia.... Would love to connect more with you so message me if you see this! :-)
summer,Montreal,m4w,Cashier Chateauguay Canadian tire - m4w,"HiI was with my daughter at Canadian Tire in Chatrauguay at 10:00 am today you had blonde hair we were at your cash  you served us and you had such a beautiful smile! Wow!"
summer,Montreal,m4w,Blonde girl at Nature Pet Store Alexis Nihon - m4w,"Hi, we crossed each other a few weeks ago and smiled at each other. I wanted to talk to you but was too shy. You wore a Nature T-shirt. I was an older man in a suit. Hope you get to read this. I think you're very hot."
summer,Montreal,m4w,In the 121 this morning - m4w,"This morning I was wearing a black jacket and I have short black hair, you were sitting across me and smiled. I smiled back at you but then I didn't get to say Hi after you left the bus. If you read this message me, I thought you were very intriguing and beautiful."
summer,Montreal,w4m,jonathan turcotte-valleyfield - w4m,"je recherches Jonathan Turcotte ou Thibert qui vit a Valleyfield ouSte timotheeje mappelles Julie GosselinJe suis folle damour pour lui on sest connu a Dianova"
summer,Montreal,m4m,ALEX LEDUC you are cute! - m4m,"ALEX LEDUC, I just would like to tell you that I really do find you very cute and attractive man.I hope you are still single and not taken :)If you are, then that person is very lucky to have you as partner.Nice face, nice haircut, neatly clothed, and nice body (for sure).Want to hang out sometimes?Grab a coffee maybe?"
summer,Montreal,w4w,"haven't see you, even kicking around the hood - w4w","in months.  you talked about blowing this town then did, but i never new where you were.  i'm headed south to lake placid, burlington, godard, then ny.  my best friend's brother graduated and i've been invited to celebrate with the family.  i'll be in midtown, below 62nd.  we're hitting yoko ono's retrospective at MoMA, the new whitney, maybe a screening or two, and possibly the guggenheim again.  i don't imagine you could put the breaks on your breakneck schedule to come into town for a gallery visit or coffee, but i'd love it."
summer,Montreal,m4w,TD Teller Cavendish - m4w,Just want to let you know that I think you're totally hot whether it's at Pharmprix or the bank :)  would love to get together with you...CL is a longshot but worth the try xo
summer,Montreal,m4w,"rue gounod, entre masso et chiro - m4w","Ce soir rue Gounod,entre masso et chiro,fminit tranquille de ta silhouette longiligne, attirance instinctive, envie de se connatre mieux.bouteille  la mer...Sylvain"
summer,Montreal,t4t,mercredi.endo.r-levesque. yur piercing eyes - t4t,"i was on my way out at the desk. i hate that i have to try here to maybe fiind out who you are. ... you were n waiting room.. my souvenirs of that days are gone ,all but the picture of your eyes .. i wanna write to you . ."
summer,Montreal,w4m,"""He's cute!"" at Frutti Si - w4m","To the Cute guy at Frutti Si on Thursday afternoon,You should have asked for my number... or maybe I should have asked for yours! Obviously you heard I thought you were cute and when you approached me at the cash, I got all nervous! lolIf you see this, You should email me :)"
summer,Montreal,m4w,80 stop - m4w,You asked me for the time today. You were Asian and cute. Would love to get to know you.
summer,Montreal,m4m,Topman Fairview pointe-claire - m4m,Wednesday around 8 I was buying two pair of shorts and we had a conversation about concerts and I just thought you were really cute and I left without even asking your name !! I hope ill see you again
summer,Montreal,m4w,You drive a silver Nissan... - m4w,"You get it washed in lower downtown Mtl.Your name begins with the letter J.I think you're sexy hot.If you feel the same,get back to me with the street of the car-wash and your first name,so I know it's you.B"
summer,Montreal,m4w,Starbucks west island long time ago - m4w,"We met on the internet and then met at Starbucks in the west island a few years back.You were a slim woman and a little older than me and we hit it off.If you remember that afternoon,let me know what happened."
summer,Montreal,w4m,i want love - w4m,"I want to be in love. I am a voluptuous woman (not very big at all, curves) i'm super fun and easy going. I want to have passion and love and live life with someone who adores me!:)"
summer,Montreal,m4w,"Beautiful Italian girl at Winners, that gave me her opinion on some Gl - m4w","Hey we spoke for a minute after you told me that the glasses I was trying on at were not wide enough. you were italian, and you had braces, and were super cute.if you see this, please respond Beautiful!"
summer,Montreal,m4m,Looking for RICK/RICKY JAGGARD - m4m,"I'm looking for my brother RICK/RICKY JAGGARD. His last known whereabouts was the Montreal area . He is 55 years old and a part of the gay community. I haven't had contact with him in over 15 years, and I am concerned for his well being.If you know him or have seen him, please forward him this ad - and have him contact me via Craigslist. I'm his only living relative and would love to know how he is doing. Thank you, Ron Jaggard"
summer,Montreal,w4m,"Simon, Australian animator/filmmaker/human - w4m","We matched on Tinder but you haven't been on in 3 months. Are you really too handsome to be true? Would love to chat.Emma"
summer,Montreal,m4w,M.M.W. Space - m4w,"You were on the couch in the living room... I was in the doorway with my shirt off and my shorts unbuttoned.I wanted to say something, so I did."
summer,Montreal,m4w,Girl named Charlene (Charlie) at McDonalds Laval - m4w,"Girl named Charlie use to work at McDonald's corner Labelle & Notre Dame....I use to come in just to see you.Your nice colored eyes, blondish hair & petite body drove me crazy...Haven't seen you in a long time, wish I knew what you were up to or where you been :)We hung out several times, near Roxboro in the west island, but you mostly stayed in Laval...Hope you see this"
summer,Montreal,w4m,Your missing bachelor brought us together - w4m,"Ray,You may remember me as Sarah but you know my true name. You live PEI and you make cabinets (sexy). Our friends made out in the corner while we had fun chatting. You were a true gentleman and gave me a piggy back ride to my room at the Novotel. I wish we would've exchanged numbers because I have been thinking about you since Saturday night. It is a long shot but it is worth a shot.Sarah (alias ;) )"
summer,Montreal,m4w,Careful optimist - m4w,"Not the first time either of us have been in loveAnd probably won't be the lastBut it would be kinda nice if it was."
summer,Montreal,m4w,"""This"" - m4w","This isn't an official document, this isn't a public announcement, this is mostly just an attempt to exist, both beyond & outside of our shared silent glances and stolen caresses.This isn't a game of hide and seek, this isn't a game I expect to win, this is a rare moment of honesty that has now been lasting for weeks and I don't want it to end, but this is just a recurring dream, this isn't real.So for now this will just remain as a countdown of the hours that remain until we can find another excuse to both be in the same room."
summer,Montreal,m4w,Brunette on metro blue line Friday 15th - m4w,"You: beautiful brunette, wearing striped black and white under a black top Me : tall, red striped shirt under a long blue cardigan and black dress shoesWe looked at each other a few times and smiled, but I really didn't want to ask you for your number because I had spent the entire night partying and hadn't slept and probably looked like hell. You seemed to not mind that fact but still. Write me back and I'd love to show you my better side! PS: Je suis rentr station Outremont et on a debarqu  la station Universit de Mtl."
summer,Montreal,m4w,Cute french girl at brunch dix30 - m4w,"We were sitting facing each other for brunch yesterday, I couldn't keep my eyes off of you even though I was with people and you kept looking in my direction while talking to your two girlfriends, would love to chat it up and maybe meet up in person if the vibe is right."
